customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5997-OPVFA,,0.0,Yes,No,,Yes,Yes,DSL,,Yes,,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.95362162556266,6276.781326803824,No
3445-HXXGF,Male,1.0,Yes,No,47.06884381332671,,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,,55.65078479615297,2635.3697417780236,Yes
1159-WFSGR,Female,0.0,Yes,,16.38999734377856,Yes,No,No,No internet service,,,,No internet service,No internet service,Month-to-month,No,Electronic check,44.59518000361965,328.15653620937854,No
7654-YWJUF,,0.0,Yes,No,36.21983974941557,Yes,No,,Yes,No,Yes,Yes,No,No,,Yes,Bank transfer (automatic),103.62584882424643,3562.9826664273896,No
1875-QIVME,,,,No,2.2471174940742684,Yes,Yes,Fiber optic,,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.01367356132714,250.5051074360861,Yes
6727-IOTLZ,,0.0,Yes,No,40.251361254917434,,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,,,No
0691-JVSYA,Female,,Yes,No,29.711547124477846,Yes,No,,,,Yes,No,,,,Yes,,90.08182459433287,5001.958268130316,Yes
5918-VUKWP,Female,0.0,No,No,,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.655656118669093,664.7729142650544,No
1744-JHKYS,Female,0.0,Yes,No,30.40422558286703,Yes,,No,,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,15.538228821629748,775.5753251102933,No
2656-FMOKZ,Female,1.0,No,No,,Yes,Yes,Fiber optic,,No,No,No,No,No,Month-to-month,Yes,Mailed check,,1128.820670383248,Yes
2070-FNEXE,,1.0,No,No,,Yes,,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.29646752318467,510.99065083431356,Yes
5947-SGKCL,Female,,Yes,Yes,,Yes,Yes,Fiber optic,No,,Yes,No,,Yes,Month-to-month,Yes,Bank transfer (automatic),101.31197325307707,,No
3712-PKXZA,Male,0.0,Yes,,51.971851800696015,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,,One year,Yes,Credit card (automatic),21.828520486265987,,No
6317-YPKDH,Female,0.0,No,No,-5.912859937980984,No,,DSL,No,Yes,No,No,,No,Month-to-month,No,,32.5402324635494,35.39481540697771,Yes
6582-OIVSP,Female,0.0,No,No,-4.011304639779722,,No,DSL,No,,No,No,No,No,Month-to-month,No,Mailed check,36.454635834229045,50.63649628890965,No
9367-WXLCH,,0.0,No,No,6.886629340645571,,Yes,Fiber optic,No,No,,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.01249587015943,680.5904846130804,Yes
5524-KHNJP,Male,0.0,,Yes,32.12914118307766,,No,DSL,Yes,,Yes,,Yes,Yes,,No,Credit card (automatic),57.59824470194936,2443.8488267554726,No
1918-ZBFQJ,Female,0.0,No,No,,Yes,No,Fiber optic,No,Yes,Yes,No,,,Month-to-month,Yes,Electronic check,54.7388112036002,1102.515518124584,Yes
1024-GUALD,Female,0.0,Yes,No,12.907503834770381,No,No,DSL,,No,No,No,No,,,Yes,Electronic check,28.150290893333043,34.07902764152285,Yes
4827-USJHP,Male,0.0,No,,13.092526347738623,Yes,No,DSL,No,Yes,No,No,No,,Month-to-month,Yes,Mailed check,50.3056029806314,1014.6198953344204,No
8167-GJLRN,Male,0.0,,No,-0.04219134165065874,,No,DSL,No,No,No,Yes,No,No,,No,Electronic check,58.07475541414954,81.3426974253533,No
0956-SYCWG,Female,0.0,No,No,14.14330141333065,,No,No,,No,No internet service,No internet service,No internet service,No internet service,One year,,Electronic check,,247.50945736802504,No
8017-UVSZU,,0.0,Yes,No,77.2736520795595,Yes,Yes,,No,Yes,No,No,No,No,Month-to-month,No,,26.74641403622627,2372.011565048615,No
7100-FQPRV,,0.0,Yes,,44.21300204962783,Yes,Yes,DSL,Yes,No,No,,No,,One year,Yes,,87.90841990747326,,No
2472-OVKUP,Male,,Yes,No,5.0984794642292215,Yes,No,,,Yes,Yes,No,No,,Month-to-month,Yes,,123.14632407241203,,Yes
2984-RGEYA,,0.0,,,,Yes,,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.55014893447919,1363.3185092408105,No
9680-NIAUV,Female,0.0,Yes,Yes,40.86638945473491,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),113.96510379748536,8135.371417682229,No
2146-EGVDT,,0.0,Yes,Yes,57.04717544354892,Yes,,,No internet service,No,No internet service,No internet service,No internet service,No internet service,,No,Credit card (automatic),45.896094804614386,,No
2604-IJPDU,Female,,Yes,,,,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,,81.33889234612059,1904.6449934416905,No
9178-JHUVJ,Male,0.0,Yes,,1.0104573977712867,,Yes,No,No internet service,,No internet service,No internet service,No internet service,No internet service,,Yes,Bank transfer (automatic),25.754731933815755,584.047005881439,No
6168-YBYNP,Male,,,,56.205958743234,,Yes,,No,Yes,Yes,Yes,,,Month-to-month,Yes,Electronic check,103.05665115563006,6526.744960366327,No
7255-SSFBC,Male,0.0,,Yes,88.76936896938088,Yes,,Fiber optic,No,Yes,Yes,Yes,Yes,,Two year,Yes,Bank transfer (automatic),112.2100500777229,,No
3645-DEYGF,Male,0.0,No,Yes,-0.9452931455309512,,No,,,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,14.379477703069002,24.381656316284563,No
9323-HGFWY,Female,0.0,Yes,,,,,Fiber optic,Yes,No,No,Yes,Yes,Yes,,,,,2691.7353025326356,No
8544-GOQSH,Female,0.0,No,No,24.5486828372763,Yes,,Fiber optic,,Yes,,Yes,No,No,,Yes,Credit card (automatic),56.148707615586204,1101.935272310531,No
3363-DTIVD,,0.0,Yes,Yes,62.9849439210817,,Yes,Fiber optic,Yes,No,Yes,,Yes,Yes,Two year,No,Electronic check,,,No
7018-WBJNK,Male,0.0,No,Yes,3.6667464074681515,Yes,,Fiber optic,No,No,No,No,Yes,,Month-to-month,Yes,,84.2127264194201,,No
9142-KZXOP,Male,0.0,No,No,34.08700512928134,Yes,,Fiber optic,No,,No,,No,No,Month-to-month,No,Credit card (automatic),60.070403758713276,2961.2273024150927,No
7674-YTAFD,Female,0.0,No,No,52.790646413081305,Yes,No,Fiber optic,No,Yes,,Yes,No,No,One year,Yes,Bank transfer (automatic),67.53543246496642,2689.6252132325926,No
6348-SNFUS,Male,0.0,Yes,,52.61778239087941,No,No,,Yes,Yes,Yes,Yes,,Yes,,Yes,Credit card (automatic),,4161.286637881251,No
1285-OKIPP,Male,,,No,,,No,Fiber optic,No,No,No,No,No,Yes,,No,,,85.20583604267588,Yes
7825-ECJRF,Female,0.0,No,No,7.837856783378189,,No,Fiber optic,,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,,111.72880145088735,1937.5703892484244,Yes
1347-KTTTA,Male,0.0,Yes,No,76.81993929880201,,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),92.29889006113225,6648.001325010105,No
7841-TZDMQ,Male,0.0,No,No,,Yes,No,,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),95.72985778953175,79.86798665002232,Yes
4195-NZGTA,,0.0,No,No,39.46193032604971,No,No,,No,No,No,,No,,Month-to-month,No,Electronic check,26.78363399624043,16.65464087754517,No
7157-SMCFK,Male,0.0,No,Yes,77.98304016698911,Yes,,No,No internet service,,,No internet service,No internet service,No internet service,Two year,,,,1101.80707928299,No
4709-LKHYG,Female,0.0,Yes,Yes,12.467138947258292,Yes,No,No,No internet service,No,,,,No internet service,One year,No,,,554.2967589353624,No
2504-DSHIH,Male,1.0,Yes,No,,Yes,,,No,No,,No,No,Yes,Month-to-month,,,94.93352867057479,1952.571112795369,No
0699-NDKJM,Female,0.0,Yes,No,54.546514115463296,No,No,DSL,Yes,,Yes,No,Yes,,Month-to-month,Yes,Bank transfer (automatic),66.97813296643449,,No
9286-BHDQG,Male,0.0,,Yes,,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),39.56650582265477,3147.0767950900326,No
0230-WEQUW,,0.0,,,,No,No,DSL,Yes,Yes,Yes,,Yes,No,,Yes,,61.38628097077675,3768.2155052390117,No
2040-LDIWQ,Male,0.0,Yes,Yes,59.303231362034445,Yes,Yes,DSL,No,Yes,,,Yes,Yes,,Yes,Bank transfer (automatic),77.53514092199464,5353.844829866577,No
6496-JDSSB,Female,0.0,,,8.249465907777227,Yes,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,,77.98853912892406,639.3332233780189,No
9408-SSNVZ,Female,0.0,,No,,Yes,No,Fiber optic,No,No,No,No,,,Month-to-month,,Electronic check,68.64623039943869,258.2413388021654,Yes
4443-EMBNA,Female,0.0,,No,58.186882444851705,Yes,Yes,No,No internet service,,,,No internet service,No internet service,Two year,No,,34.51174001505069,1831.5298894376622,No
6469-MRVET,Male,0.0,Yes,Yes,-10.220864727811387,Yes,No,No,No internet service,No,No internet service,,,No internet service,One year,Yes,Electronic check,14.222690573377513,29.1499029940828,No
0742-MOABM,,,,No,,Yes,No,,,No,No,Yes,No,No,Month-to-month,No,Mailed check,39.50075681481448,189.88545448334347,Yes
5961-VUSRV,Female,0.0,No,,,,,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,,,,20.14611000457778,221.92667225644203,No
6778-JFCMK,Male,0.0,No,No,6.976727235090291,No,No,DSL,Yes,No,No,No,Yes,,,Yes,Mailed check,64.11095480079521,1281.9288008106612,No
6341-JVQGF,,0.0,Yes,Yes,27.951323459086076,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.4971866058077,2518.411181431254,No
2232-DMLXU,,0.0,Yes,No,,,No,DSL,No,,No,,Yes,No,Month-to-month,,Mailed check,75.28997436160925,,Yes
4811-JBUVU,Male,,No,No,25.90911350723095,Yes,Yes,Fiber optic,No,No,No,Yes,No,,Month-to-month,Yes,Credit card (automatic),90.4478997863873,,No
0945-TSONX,Female,,Yes,,41.0939576497668,,,DSL,Yes,Yes,No,Yes,,Yes,Two year,Yes,,,4110.280631024652,No
2651-ZCBXV,Male,,No,No,,Yes,Yes,,Yes,,No,Yes,Yes,Yes,Two year,Yes,,117.36879224879934,5745.027121586461,No
3316-UWXUY,Male,,No,No,40.68829534728742,,No,Fiber optic,,,No,Yes,No,Yes,Month-to-month,Yes,,,,No
8937-RDTHP,Male,0.0,No,No,16.961300482226687,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,,Mailed check,83.86730897113473,74.71060784535305,Yes
7083-MIOPC,Female,,,No,58.461778127326184,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-12.82225572950631,1564.6536981420484,No
1984-GPTEH,Female,0.0,No,No,46.26134813533524,Yes,Yes,No,No internet service,No,,,No internet service,No internet service,Month-to-month,,Electronic check,50.95713651475505,708.6178786763637,No
1251-KRREG,Male,0.0,No,,-29.67497343802711,,Yes,,No,Yes,,No,No,No,Month-to-month,,Mailed check,,,Yes
0621-JFHOL,,0.0,No,No,2.9479013527754754,,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,,278.08984190851555,No
9903-LYSAB,Male,0.0,Yes,No,23.038882818898582,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,,,63.008472878485534,1288.1371040197703,No
0094-OIFMO,Female,1.0,No,No,8.752470654680994,Yes,No,Fiber optic,No,Yes,No,,,Yes,,Yes,Electronic check,115.284890920853,1120.9681956568047,Yes
9227-UAQFT,Male,0.0,No,No,9.15266637379899,Yes,No,No,No internet service,No,No internet service,,No internet service,No internet service,,,Mailed check,22.633531710256968,279.1300641602261,No
7301-ABVAD,,,No,,77.24553043212859,,Yes,DSL,No,Yes,Yes,Yes,Yes,,Two year,No,,84.04602931488895,,No
6614-FHDBO,Male,,No,No,81.58229537561743,Yes,Yes,,No,Yes,Yes,Yes,,Yes,Two year,No,Bank transfer (automatic),,7882.729073737044,No
7576-ASEJU,,0.0,Yes,Yes,49.12537417836621,Yes,No,,Yes,No,No,Yes,Yes,Yes,,,Credit card (automatic),81.31749693575017,3180.3893414218064,No
9058-HRZSV,,1.0,Yes,No,,Yes,,,Yes,Yes,Yes,No,No,Yes,,No,Electronic check,107.28318320814307,6124.56952677493,No
4522-AKYLR,,1.0,No,No,20.067476790587722,,No,DSL,No,Yes,,No,No,No,Month-to-month,Yes,,55.22773253271133,718.721727845532,No
0221-WMXNQ,Male,1.0,No,,-15.154983080943275,Yes,No,Fiber optic,Yes,No,,No,No,,Month-to-month,No,Electronic check,50.20712658907817,287.8245213484908,No
0303-UNCIP,Male,0.0,No,No,,Yes,Yes,DSL,No,No,Yes,No,No,Yes,,No,Mailed check,61.91806888551179,2535.5835348751975,No
9947-OTFQU,,,,No,,,No,Fiber optic,No,Yes,,No,No,No,,,Electronic check,86.20005082891407,1065.320435235353,Yes
0322-YINQP,Male,0.0,No,No,-13.703435894547674,Yes,No,DSL,,No,No,,No,,Month-to-month,,Mailed check,,43.69664662425515,Yes
0959-WHOKV,,0.0,No,,38.3285639594183,Yes,Yes,Fiber optic,Yes,,Yes,No,No,Yes,One year,Yes,Electronic check,116.87215276885644,4283.094110795691,No
4075-JFPGR,Female,0.0,Yes,No,45.45002454665289,Yes,,Fiber optic,Yes,Yes,Yes,No,,,,Yes,Electronic check,89.18787563908627,4640.473172970761,No
4629-NRXKX,Female,0.0,Yes,Yes,1.6246821039913215,Yes,No,Fiber optic,No,No,,No,No,,,No,Electronic check,75.37990062485332,149.76379215654345,Yes
9514-JDSKI,Male,1.0,Yes,No,-15.048121219528564,No,No,DSL,,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,32.80578834599678,36.750270169755474,Yes
3282-ZISZV,Male,0.0,,Yes,29.388156513746583,Yes,Yes,DSL,No,Yes,Yes,,Yes,,One year,No,Credit card (automatic),82.12786411855718,2651.9789994823527,No
3675-YDUPJ,Male,0.0,No,No,26.61194685288639,Yes,No,,No internet service,No,No internet service,,,No internet service,,Yes,,,,No
4111-BNXIF,Female,0.0,Yes,Yes,48.584615276713635,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,45.434166139035476,4111.134413856673,No
7017-VFHAY,Female,0.0,Yes,Yes,61.28349688825689,Yes,Yes,Fiber optic,,Yes,Yes,Yes,Yes,,,No,Credit card (automatic),117.01360930420704,7017.219515147033,No
6655-LHBYW,,0.0,No,No,,Yes,Yes,Fiber optic,Yes,Yes,,Yes,Yes,Yes,One year,,Credit card (automatic),92.93116393721614,,No
4959-JOSRX,Female,0.0,Yes,,,Yes,No,,,No,No,No,No,,Month-to-month,Yes,Credit card (automatic),,80.28049753377793,Yes
5046-NUHWD,Female,1.0,Yes,No,,No,No,DSL,,No,Yes,No,No,Yes,Month-to-month,Yes,,36.68576922192161,1223.0312481792016,No
7273-TEFQD,Male,1.0,,No,24.75141854545644,,,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,48.382377482594215,137.43627210065688,Yes
3606-TWKGI,Male,1.0,No,No,27.559503562756948,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,,Yes,Electronic check,107.96240451965963,1382.2435801412698,Yes
7529-ZDFXI,Male,1.0,Yes,No,,,Yes,Fiber optic,No,,No,No,No,Yes,,Yes,Electronic check,107.16125143459462,4912.331982022405,No
7605-BDWDC,Female,0.0,,No,,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),55.496306817678345,1534.3008651200967,No
1950-KSVVJ,Female,0.0,Yes,No,32.63536075861101,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,156.6685055341286,5034.448496526322,No
0123-CRBRT,Female,0.0,Yes,Yes,34.5370069371336,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,78.42208839763128,5532.784586656899,No
6292-TOSSS,Male,0.0,No,No,29.362830833282896,Yes,Yes,No,,No,No internet service,No internet service,,No internet service,Two year,No,Bank transfer (automatic),48.148343211100126,,No
3197-ARFOY,,1.0,No,No,17.7890161699174,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.72428523503473,2024.914893304863,No
6323-AYBRX,Male,0.0,No,No,48.49812196188448,Yes,,No,No internet service,No,,No internet service,,No internet service,Two year,No,Mailed check,,1101.5028168962917,Yes
7014-ZZXAW,Female,0.0,Yes,No,88.76965615597663,,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),18.05967265967564,1727.850062408206,No
4385-GZQXV,Female,1.0,No,No,24.691492524293256,Yes,No,Fiber optic,No,No,No,Yes,,Yes,Month-to-month,Yes,,109.86285006224571,1487.929461215729,Yes
7633-MVPUY,,0.0,Yes,No,59.13271327996246,Yes,,DSL,Yes,,No,Yes,No,No,Two year,,Electronic check,49.23465979849952,3441.460129507457,No
6366-ZGQGL,Male,,No,No,,No,No,,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),48.56671169807794,,Yes
4716-HHKQH,Male,1.0,Yes,No,20.956198693830487,Yes,Yes,Fiber optic,No,,No,Yes,Yes,Yes,Month-to-month,,Electronic check,101.35484700132481,,No
5940-AHUHD,Male,0.0,No,No,27.59360386895669,Yes,No,Fiber optic,No,No,No,No,,No,,No,Mailed check,81.56733598719907,66.67022277351118,Yes
6432-TWQLB,Male,,,No,3.0092487824122176,,,Fiber optic,No,Yes,No,Yes,,No,Month-to-month,Yes,,88.58058488598908,392.58541358641435,Yes
4484-GLZOU,Female,0.0,Yes,No,,Yes,Yes,,No,Yes,Yes,No,Yes,Yes,Month-to-month,,,116.12128795406068,,Yes
3179-GBRWV,,1.0,Yes,No,3.793473225913221,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,,Bank transfer (automatic),78.16804472592403,,No
8645-KWHJO,,0.0,,No,4.882621657206229,No,No,DSL,No,No,,Yes,Yes,,,Yes,Electronic check,31.559480549066944,752.2201152445374,No
4130-MZLCC,,0.0,,No,2.6049471360460448,Yes,,DSL,No,,No,No,,No,Month-to-month,,Bank transfer (automatic),,239.6155250823281,No
0314-TKOSI,Female,0.0,No,No,34.08518394353814,Yes,No,,Yes,Yes,,No,No,No,,,Mailed check,76.4047963408851,,No
8229-MYEJZ,Female,,,No,15.049413899349066,,No,DSL,No,Yes,No,No,No,,Month-to-month,No,Electronic check,58.959978440210826,505.6282668353148,No
2080-SRCDE,Female,,No,Yes,,Yes,Yes,,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,,28.040220216626103,No
9577-WJVCQ,Female,0.0,,No,60.47658750468735,Yes,Yes,DSL,Yes,No,,,No,,Month-to-month,No,Mailed check,49.074431529799966,3689.741166867495,No
9512-UIBFX,Male,0.0,,,4.409505341267764,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,,1776.3331858595457,Yes
6202-DYYFX,Female,,,No,,,Yes,,No,No,No,,,No,One year,Yes,,73.48223874102732,1791.799012293677,No
3808-HFKDE,Female,0.0,,No,10.860246355856349,Yes,No,DSL,No,No,,,No,No,Month-to-month,,Electronic check,19.531132075981212,911.4346016876434,No
5583-SXDAG,,0.0,Yes,No,19.220423730891806,Yes,No,Fiber optic,No,No,No,No,No,,Month-to-month,No,Electronic check,,76.744744059994,Yes
3488-PGMQJ,Male,1.0,No,No,15.801197371058844,Yes,No,Fiber optic,No,Yes,,No,No,No,Month-to-month,Yes,Electronic check,65.57811501732661,627.1217045660261,Yes
3580-REOAC,Male,0.0,No,No,,Yes,,,No,,No,,,No,Month-to-month,Yes,Credit card (automatic),46.38030676124847,446.4913373082573,Yes
7534-BFESC,Male,1.0,No,,62.34210807431799,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,,1698.5250286834257,Yes
3727-OWVYD,Male,0.0,,,30.76961170602635,Yes,,,Yes,Yes,Yes,No,,No,One year,No,Mailed check,55.746949775227726,2022.1660806708053,No
2294-SALNE,Male,0.0,Yes,Yes,20.032808046246178,Yes,No,Fiber optic,No,Yes,,Yes,No,,One year,No,Mailed check,126.23767085555357,1918.6615254729968,No
4847-TAJYI,Female,,No,No,23.84038040444574,Yes,No,Fiber optic,No,,,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.43651064016318,574.1292233680306,No
1563-IWQEX,Female,0.0,No,No,,Yes,No,No,,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,,205.34372893629805,No
8203-XJZRC,Male,0.0,No,No,,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,,,No
6556-DBKZF,Female,0.0,Yes,,83.93238603061897,Yes,No,Fiber optic,No,No,Yes,No,No,No,,No,,50.02369455333043,5442.936448220658,No
6851-WEFYX,Male,1.0,,No,,Yes,Yes,Fiber optic,No,No,Yes,,,Yes,Month-to-month,Yes,,123.48943835723752,,No
2985-JUUBZ,,0.0,Yes,Yes,,Yes,Yes,DSL,No,,Yes,No,Yes,Yes,Month-to-month,Yes,,,3020.1661059557728,No
6390-DSAZX,Female,0.0,,Yes,,Yes,No,Fiber optic,,No,No,No,No,No,Month-to-month,,Mailed check,66.33590618391872,87.9507168794113,Yes
0895-LMRSF,Male,0.0,No,No,24.22631152245499,Yes,No,DSL,No,No,No,No,Yes,,One year,Yes,Bank transfer (automatic),60.43886202344327,1505.594248496015,No
8098-LLAZX,Female,1.0,No,No,-1.6407664343082766,Yes,Yes,,No,No,No,No,Yes,Yes,Month-to-month,,,108.04509193962753,395.9893517689365,Yes
8266-VBFQL,Male,0.0,,No,13.919230232063244,Yes,No,Fiber optic,No,No,,Yes,No,Yes,Month-to-month,Yes,Electronic check,112.90591733947838,349.97729037744375,No
8181-YHCMF,Female,,Yes,Yes,71.25622599680756,No,No,,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),70.21716984534496,4128.172172162881,No
2240-HSJQD,,0.0,,Yes,,Yes,,Fiber optic,No,Yes,No,No,No,No,,,Mailed check,91.40026360702016,3144.5146280691147,No
1248-DYXUB,,0.0,Yes,Yes,70.32973183863916,Yes,Yes,No,No internet service,No,,,No internet service,No internet service,,No,Mailed check,39.129330915394846,1228.6214552226343,No
0265-EDXBD,Male,,Yes,No,18.051505001988247,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,,2318.066825562506,Yes
4115-BNPJY,Male,0.0,Yes,Yes,45.0694021237775,Yes,No,DSL,No,,,Yes,Yes,Yes,Two year,No,Mailed check,,2032.601393796806,No
3167-SNQPL,Male,,Yes,Yes,,Yes,Yes,Fiber optic,No,Yes,No,No,,Yes,Month-to-month,No,Electronic check,,3753.136577484027,No
4091-TVOCN,,0.0,,Yes,61.54257302189215,Yes,Yes,DSL,,No,,No,Yes,Yes,One year,Yes,Credit card (automatic),62.482457759334416,,No
1098-TDVUQ,Female,0.0,,No,0.32220321807704044,Yes,,No,,No,No internet service,,No internet service,No internet service,Month-to-month,,Bank transfer (automatic),8.46880490440733,25.486704440327376,No
